"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4638598";"";"None";"405.42";"0";"2.16";"20";"COc1nn(-c2cncnc2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"19.23";"0.35";"5.64";"6.21";"0";"CHEMBL4605628";"Inhibition of human ASK1 using myelin basic protein substrate preincubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602708";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";"";"";"";"16.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"1233.0";"nM";"5.91";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445306";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCB1-gene-transfected cell line HEK293/ABCB1, Doxorubicin treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCB1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446282";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"1233.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"2267.0";"nM";"5.64";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445330";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCB1-substrate-selected resistant cell line KB-C2, Cisplatin treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB-C2";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5058612";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"2267.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445335";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCB1-substrate-selected resistant cell line SW620, Doxorubicin treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SW-620";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL3307944";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"55.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"909.0";"nM";"6.04";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445370";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-substrate-selected resistant cell line NCI-H460/MX20, Topotecan treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460/MX20";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446281";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"909.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445320";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCB1-substrate-selected resistant cell line KB-3-1, Paclitaxel treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB 3-1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL3307659";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"3.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"2291.0";"nM";"5.64";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445328";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCB1-substrate-selected resistant cell line KB-C2, Paclitaxel treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB-C2";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5058612";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"2291.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445376";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-substrate-selected resistant cell line S1, Mitoxantrone treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"S1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL4630771";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"33.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"56.0";"nM";"7.25";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445380";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-substrate-selected resistant cell line S1, SN-38 treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"S1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL4630771";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"56.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"2016.0";"nM";"5.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445385";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-substrate-selected resistant cell line S1, Cisplatin treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"S1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL4630771";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"2016.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445387";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-substrate-selected resistant cell line S1-M1-80, Mitoxantrone treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"S1-M1-80";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL4630712";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"2700.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445402";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-gene-transfected cell line HEK293/pcDNA3.1, SN-38 treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCG2";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446287";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"21.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"44.0";"nM";"7.36";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445405";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-gene-transfected cell line HEK293/pcDNA3.1, Topotecan treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCG2";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446287";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"44.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445406";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-gene-transfected cell line HEK293/pcDNA3.1, Topotecan treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCG2";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446287";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"46.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"42.0";"nM";"7.38";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445407";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-gene-transfected cell line HEK293/pcDNA3.1, Topotecan treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCG2";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446287";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"42.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"1230.0";"nM";"5.91";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445408";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-gene-transfected cell line HEK293/pcDNA3.1, Cisplatin treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCG2";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446287";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"1230.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"617.0";"nM";"6.21";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445429";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-gene-transfected cell line HEK293/ABCG2-482-G2, Topotecan treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCG2-482-G2";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446291";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"617.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"283.0";"nM";"6.55";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445430";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-gene-transfected cell line HEK293/ABCG2-482-G2, Topotecan treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCG2-482-G2";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446291";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"283.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"1367.0";"nM";"5.86";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445432";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-gene-transfected cell line HEK293/ABCG2-482-G2, Cisplatin treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCG2-482-G2";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446291";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"1367.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"520.0";"nM";"6.28";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445435";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-gene-transfected cell line HEK293/ABCG2-482-T7, Mitoxantrone treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCG2-482-T7";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446292";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"520.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445447";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCC1-gene-transfected cell line KB-3-1, Vincristine treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB 3-1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL3307659";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"11.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"2392.0";"nM";"5.62";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445458";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCC1-gene-transfected cell line KB-CV60, Cisplatin treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB-CV60";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446310";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"2392.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445460";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCC1-gene-transfected cell line HEK293/pcDNA3.1, Vincristine treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCC1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446283";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"33.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445471";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCC10-gene-transfected cell line HEK293/pcDNA3.1, Paclitaxel treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCC10";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5483203";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"41.0"
"CHEMBL4783726";"";"None";"411.47";"0";"3.99";"2; GS-444217";"O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1";"IC50";"'='";"7.38";"nM";"8.13";"";"";"UO_0000065";"19.76";"0.36";"4.14";"8.98";"0";"CHEMBL5356322";"Inhibition of human recombinant ASK1 using MBP as substrate preincubated for 1 hr followed by reagent addition incubated for 40 mins by ATP-Glo kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352493";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 1.667 hr";"INHIBITOR";"";"7.38"
"CHEMBL5405312";"";"None";"545.58";"2";"5.42";"21e";"O=C(Nc1cccc(-c2nncn2C2CC2)n1)c1cc(-c2ccc3[nH]ccc3c2)cn(Cc2ccccc2F)c1=O";"IC50";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5356322";"Inhibition of human recombinant ASK1 using MBP as substrate preincubated for 1 hr followed by reagent addition incubated for 40 mins by ATP-Glo kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352493";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 1.667 hr";"";"";"5000.0"
